Time,BG,CGM,CHO,insulin,LBGI,HBGI,Risk
2021-01-19 00:00:00,149.02,165.7939493687905,0.0,0.013933333333333336,0.0,2.7552758979034984,2.7552758979034984
2021-01-19 00:03:00,149.01999999999933,161.58202232204695,0.0,0.013933333333333336,0.0,2.7552758979034135,2.7552758979034135
2021-01-19 00:06:00,149.0200000002988,159.23937324662245,0.0,0.013933333333333336,0.0,2.755275897942923,2.755275897942923
2021-01-19 00:09:00,149.02000000371407,157.47270951030134,0.0,0.013933333333333336,0.0,2.755275898393481,2.755275898393481
2021-01-19 00:12:00,149.02000002022487,156.1089502355738,0.0,0.013933333333333336,0.0,2.755275900571683,2.755275900571683
2021-01-19 00:15:00,149.02000007188914,154.97501455537625,0.0,0.013933333333333336,0.0,2.75527590738754,2.75527590738754
2021-01-19 00:18:00,149.02000019652164,153.89782161722894,0.0,0.013933333333333336,0.0,2.755275923829774,2.755275923829774
2021-01-19 00:21:00,149.0200004498227,152.70429058588803,0.0,0.013933333333333336,0.0,2.7552759572467305,2.7552759572467305
2021-01-19 00:24:00,149.0200009060906,151.22134064452325,0.0,0.013933333333333336,0.0,2.7552760174402433,2.7552760174402433
2021-01-19 00:27:00,149.02000165778892,149.31128956144778,0.0,0.013933333333333336,0.0,2.7552761166086497,2.7552761166086497
2021-01-19 00:30:00,149.02000281426118,147.04884652306302,0.0,0.013933333333333336,0.0,2.755276269177171,2.755276269177171
2021-01-19 00:33:00,149.0200044998554,144.82730783254465,0.0,0.013933333333333336,0.0,2.755276491550565,2.755276491550565
2021-01-19 00:36:00,149.02000685167874,143.11076694017203,0.0,0.013933333333333336,0.0,2.755276801816777,2.755276801816777
2021-01-19 00:39:00,149.02001001715547,142.36331730736268,0.0,0.013933333333333336,0.0,2.7552772194249013,2.7552772194249013
2021-01-19 00:42:00,149.0200141515211,142.97394152620524,0.0,0.013933333333333336,0.0,2.755277764854522,2.755277764854522
2021-01-19 00:45:00,149.02001941535067,144.88095692708504,0.0,0.013933333333333336,0.0,2.7552784592896544,2.7552784592896544
2021-01-19 00:48:00,149.02002597219038,147.3466829423464,0.0,0.013933333333333336,0.0,2.7552793243063443,2.7552793243063443
2021-01-19 00:51:00,149.02003398634173,149.48321724986678,0.0,0.013933333333333336,0.0,2.7552803815802447,2.7552803815802447
2021-01-19 00:54:00,149.02004362082766,150.4026575269161,0.0,0.013933333333333336,0.0,2.75528165261838,2.75528165261838
2021-01-19 00:57:00,149.02005503555893,149.3326799441412,0.0,0.013933333333333336,0.0,2.755283158517263,2.755283158517263
2021-01-19 01:00:00,149.02006838570912,146.1944316432974,0.0,0.013933333333333336,0.0,2.755284919748427,2.755284919748427
2021-01-19 01:03:00,149.0200838202984,141.94926622341876,0.0,0.013933333333333336,0.0,2.755286955971697,2.755286955971697
2021-01-19 01:06:00,149.020101480982,137.78969426834107,0.0,0.013933333333333336,0.0,2.7552892858752953,2.7552892858752953
2021-01-19 01:09:00,149.02012150103477,134.90822635385112,0.0,0.013933333333333336,0.0,2.7552919270419367,2.7552919270419367
2021-01-19 01:12:00,149.0201440045219,134.36719464332194,0.0,0.013933333333333336,0.0,2.75529489583938,2.75529489583938
2021-01-19 01:15:00,149.02016910564234,136.4478608696313,0.0,0.013933333333333336,0.0,2.755298207333828,2.755298207333828
2021-01-19 01:18:00,149.02019690823198,140.25988112419157,0.0,0.013933333333333336,0.0,2.7553018752244407,2.7553018752244407
2021-01-19 01:21:00,149.0202275054133,144.65255468086585,0.0,0.013933333333333336,0.0,2.755305911796992,2.755305911796992
2021-01-19 01:24:00,149.02026097937647,148.47518080265309,0.0,0.013933333333333336,0.0,2.755310327895165,2.755310327895165
2021-01-19 01:27:00,149.02029740127952,150.68368951305533,0.0,0.013933333333333336,0.0,2.755315132907236,2.755315132907236
2021-01-19 01:30:00,149.0203368312529,150.87379545358033,0.0,0.013933333333333336,0.0,2.755320334766727,2.755320334766727
2021-01-19 01:33:00,149.02037931849736,149.60089019832787,0.0,0.013933333333333336,0.0,2.7553259399653616,2.7553259399653616
2021-01-19 01:36:00,149.02042490146204,147.63362685359675,0.0,0.013933333333333336,0.0,2.755331953576512,2.755331953576512
2021-01-19 01:39:00,149.02047360809212,145.74065851509658,0.0,0.013933333333333336,0.0,2.7553383792878487,2.7553383792878487
2021-01-19 01:42:00,149.02052545613543,144.6243943924332,0.0,0.013933333333333336,0.0,2.755345219441839,2.755345219441839
2021-01-19 01:45:00,149.02058045349864,144.58978043043834,0.0,0.013933333333333336,0.0,2.755352475082703,2.755352475082703
2021-01-19 01:48:00,149.02063859864415,145.34556768214702,0.0,0.013933333333333336,0.0,2.7553601460087913,2.7553601460087913
2021-01-19 01:51:00,149.02069988101974,146.4680194398309,0.0,0.013933333333333336,0.0,2.7553682308292253,2.7553682308292253
2021-01-19 01:54:00,149.02076428151327,147.5333989870494,0.0,0.013933333333333336,0.0,2.7553767270238976,2.7553767270238976
2021-01-19 01:57:00,149.02083177292695,148.1559368131856,0.0,0.013933333333333336,0.0,2.7553856310060514,2.7553856310060514
2021-01-19 02:00:00,149.02090232046416,148.1776666842705,0.0,0.013933333333333336,0.0,2.7553949381864777,2.7553949381864777
2021-01-19 02:03:00,149.02097588222463,147.78232728568014,0.0,0.013933333333333336,0.0,2.7554046430388346,2.7554046430388346
2021-01-19 02:06:00,149.0210524097026,147.22959172415543,0.0,0.013933333333333336,0.0,2.7554147391653574,2.7554147391653574
2021-01-19 02:09:00,149.02113184828465,146.77913310016356,0.0,0.013933333333333336,0.0,2.7554252193625666,2.7554252193625666
2021-01-19 02:12:00,149.0212141377431,146.69062450839334,0.0,0.013933333333333336,0.0,2.7554360756862755,2.7554360756862755
2021-01-19 02:15:00,149.02129921272245,147.22373903824374,0.0,0.013933333333333336,0.0,2.755447299515834,2.755447299515834
2021-01-19 02:18:00,149.02138700321598,148.638149774304,0.0,0.013933333333333336,0.0,2.755458881616928,2.755458881616928
2021-01-19 02:21:00,149.02147743503028,151.1935297968224,0.0,0.013933333333333336,0.0,2.7554708122029643,2.7554708122029643
2021-01-19 02:24:00,149.0215704302363,155.14955218216164,0.0,0.013933333333333336,0.0,2.7554830809943995,2.7554830809943995
2021-01-19 02:27:00,149.0216659076051,156.3421676107588,0.0,0.013933333333333336,0.0,2.755495677276414,2.755495677276414
2021-01-19 02:30:00,149.02176378302693,150.47302614459056,0.0,0.013933333333333336,0.0,2.755508589954009,2.755508589954009
2021-01-19 02:33:00,149.02186396991328,146.2130078032552,0.0,0.013933333333333336,0.0,2.755521807605202,2.755521807605202
2021-01-19 02:36:00,149.02196637958062,143.31887584650946,0.0,0.013933333333333336,0.0,2.755535318531501,2.755535318531501
2021-01-19 02:39:00,149.0220709216158,141.54739353225946,0.0,0.013933333333333336,0.0,2.755549110806228,2.755549110806228
2021-01-19 02:42:00,149.02217750422247,140.6553241169133,0.0,0.013933333333333336,0.0,2.7555631723201723,2.7555631723201723
2021-01-19 02:45:00,149.0222860345486,140.39943085571485,0.0,0.013933333333333336,0.0,2.755577490824725,2.755577490824725
2021-01-19 02:48:00,149.022396418995,140.53647700305882,0.0,0.013933333333333336,0.0,2.7555920539726984,2.7555920539726984
2021-01-19 02:51:00,149.02250856350514,140.82322581278655,0.0,0.013933333333333336,0.0,2.7556068493564774,2.7556068493564774
2021-01-19 02:54:00,149.02262237383607,141.01644053846343,0.0,0.013933333333333336,0.0,2.7556218645437425,2.7556218645437425
2021-01-19 02:57:00,149.02273775581142,140.90485491254583,0.0,0.013933333333333336,0.0,2.7556370871109626,2.7556370871109626
2021-01-19 03:00:00,149.0228546155563,140.46902554116227,0.0,0.013933333333333336,0.0,2.7556525046741998,2.7556525046741998
2021-01-19 03:03:00,149.0229728597148,139.977243341061,0.0,0.013933333333333336,0.0,2.755668104917986,2.755668104917986
2021-01-19 03:06:00,149.02309239565082,139.76174018745996,0.0,0.013933333333333336,0.0,2.755683875621667,2.755683875621667
2021-01-19 03:09:00,149.02321313163233,140.15474795642024,0.0,0.013933333333333336,0.0,2.7556998046838377,2.7556998046838377
2021-01-19 03:12:00,149.02333497700005,141.43864548931526,0.0,0.013933333333333336,0.0,2.7557158801444928,2.7557158801444928
2021-01-19 03:15:00,149.02345784232085,143.59669341446508,0.0,0.013933333333333336,0.0,2.755732090205295,2.755732090205295
2021-01-19 03:18:00,149.0235816395271,146.16347504016593,0.0,0.013933333333333336,0.0,2.7557484232479936,2.7557484232479936
2021-01-19 03:21:00,149.02370628204167,148.5738676047538,0.0,0.013933333333333336,0.0,2.7557648678509232,2.7557648678509232
2021-01-19 03:24:00,149.0238316848901,150.26274834813037,0.0,0.013933333333333336,0.0,2.7557814128036933,2.7557814128036933
2021-01-19 03:27:00,149.02395776480034,150.72731818432862,0.0,0.013933333333333336,0.0,2.755798047120531,2.755798047120531
2021-01-19 03:30:00,149.02408444029027,149.83872006391283,0.0,0.013933333333333336,0.0,2.7558147600515897,2.7558147600515897
2021-01-19 03:33:00,149.0242116317445,148.0290099914439,0.0,0.013933333333333336,0.0,2.755831541093344,2.755831541093344
2021-01-19 03:36:00,149.02433926148018,145.8548913183171,0.0,0.013933333333333336,0.0,2.7558483799970985,2.7558483799970985
2021-01-19 03:39:00,149.02446725380327,143.873067397898,0.0,0.013933333333333336,0.0,2.7558652667764583,2.7558652667764583
2021-01-19 03:42:00,149.0245955350551,142.58883874553038,0.0,0.013933333333333336,0.0,2.7558821917134924,2.7558821917134924
2021-01-19 03:45:00,149.0247240336507,142.1990888383664,0.0,0.013933333333333336,0.0,2.755899145363756,2.755899145363756
2021-01-19 03:48:00,149.02485268010827,142.43807559527266,0.0,0.013933333333333336,0.0,2.755916118560267,2.755916118560267
2021-01-19 03:51:00,149.02498140707192,142.93725125715014,0.0,0.013933333333333336,0.0,2.755933102416371,2.755933102416371
2021-01-19 03:54:00,149.02511014932676,143.32806806703596,0.0,0.013933333333333336,0.0,2.7559500883278836,2.7559500883278836
